PRODUTO;DESCRICAO;LOTE MINIMO;PRECO (R$);%ICMS;%IPI;IPI (R$)
SCM16TBR;QUADRO EMB OURO BOX 16 DIN PORTA FUME;1;R$ 38,36;7;9,75;R$ 3,74
SCM16TBRB;QUADRO EMB OURO BOX 16 DIN PORTA FUME C/ BARR;1;R$ 71,51;7;9,75;R$ 6,97
SCM16OBR;QUADRO EMB OURO BOX 16 DIN PORTA OPACA;1;R$ 33,35;7;9,75;R$ 3,25
SCM16OBRB;QUADRO EMB OURO BOX 16 DIN PORTA OPACA C/ BARR;1;R$ 55,99;7;9,75;R$ 5,45
SCM24TBR;QUADRO EMB OURO BOX 24 DIN PORTA FUME;1;R$ 54,27;7;9,75;R$ 5,29
SCM24TBRB;QUADRO EMB OURO BOX 24 DIN PORTA FUME C/ BARRAM;1;R$ 91,13;7;9,75;R$ 8,88
SCM24OBR;QUADRO EMB OURO BOX 24 DIN PORTA OPACA;1;R$ 47,21;7;9,75;R$ 4,60
SCM24OBRB;QUADRO EMB OURO BOX 24 DIN PORTA OPACA C/ BARRAM;1;R$ 68,67;7;9,75;R$ 6,69
SCE36PT;QUADRO EMB OURO BOX 36 DIN PORTA FUME;1;R$ 90,40;7;9,75;R$ 8,81
SCE36PO;QUADRO EMB OURO BOX 36 DIN PORTA OPACA;1;R$ 78,61;7;9,75;R$ 7,66
SCE36POB;QUADRO EMB OURO BOX 36 DIN PORTA OPACA C/ BARR;1;R$ 131,94;7;9,75;R$ 12,86
SCE48PT;QUADRO EMB OURO BOX 48 DIN PORTA FUME;1;R$ 117,31;7;9,75;R$ 11,43
SCE48PTB;QUADRO EMB OURO BOX 48 DIN PORTA FUME C/ BARR;1;R$ 203,38;7;9,75;R$ 19,82
SCE48PO;QUADRO EMB OURO BOX 48 DIN PORTA OPACA;1;R$ 102,01;7;9,75;R$ 9,94
SCE48POB;QUADRO EMB OURO BOX 48 DIN PORTA OPACA C/ BARR;1;R$ 171,23;7;9,75;R$ 16,69
SCM1825VDI;QUADRO EMB VDI OURO BOX 18X25 CM;1;R$ 34,65;7;9,75;R$ 3,37
SCM3225VDI;QUADRO EMB VDI OURO BOX 32X25 CM;1;R$ 98,18;7;9,75;R$ 9,57
SSCT2;QUADRO SOB COMBI BOX 02 DIN SEM PORTA;1;R$ 4,48;7;9,75;R$ 0,43
SSCT4;QUADRO SOB COMBI BOX 04 DIN SEM PORTA;1;R$ 4,92;7;9,75;R$ 0,47
SSB8OC;QUADRO SOB GOLDEN BOX 08 DIN PORTA OPACA;1;R$ 25,25;7;9,75;R$ 2,46
SSB8TC;QUADRO SOB GOLDEN BOX 08 DIN PORTA TRANS;1;R$ 29,05;7;9,75;R$ 2,83
SSB12OC;QUADRO SOB GOLDEN BOX 12 DIN PORTA OPACA;1;R$ 31,02;7;9,75;R$ 3,02
SSB24OC;QUADRO SOB GOLDEN BOX 24 DIN PORTA OPACA;1;R$ 57,20;7;9,75;R$ 5,57
SSB24TC;QUADRO SOB GOLDEN BOX 24 DIN PORTA TRANS;1;R$ 66,85;7;9,75;R$ 6,51
SSB36TC;QUADRO SOB GOLDEN BOX 36 DIN PORTA TRANS;1;R$ 119,94;7;9,75;R$ 11,69
SCV5PT;QUADRO SOB OURO BOX 05 DIN PORTA FUME;1;R$ 22,10;7;9,75;R$ 2,15
SCV5PTB;QUADRO SOB OURO BOX 05 DIN PORTA FUME C/ BARR;1;R$ 37,09;7;9,75;R$ 3,61
SCV5PO;QUADRO SOB OURO BOX 05 DIN PORTA OPACA;1;R$ 19,21;7;9,75;R$ 1,87
SCV5POB;QUADRO SOB OURO BOX 05 DIN PORTA OPACA C/ BARR;1;R$ 32,27;7;9,75;R$ 3,14
SCV8PT;QUADRO SOB OURO BOX 08 DIN PORTA FUME;1;R$ 31,29;7;9,75;R$ 3,05
SCV8PTB;QUADRO SOB OURO BOX 08 DIN PORTA FUME C/ BARR;1;R$ 52,52;7;9,75;R$ 5,12
SCV8PO;QUADRO SOB OURO BOX 08 DIN PORTA OPACA;1;R$ 27,20;7;9,75;R$ 2,65
SCV8POB;QUADRO SOB OURO BOX 08 DIN PORTA OPACA C/ BARR;1;R$ 45,67;7;9,75;R$ 4,45
SCV12PT;QUADRO SOB OURO BOX 12 DIN PORTA FUME;1;R$ 38,42;7;9,75;R$ 3,74
SCV12PTB;QUADRO SOB OURO BOX 12 DIN PORTA FUME C/ BARR;1;R$ 64,48;7;9,75;R$ 6,28
SCV12PO;QUADRO SOB OURO BOX 12 DIN PORTA OPACA;1;R$ 33,40;7;9,75;R$ 3,25
SCV12POB;QUADRO SOB OURO BOX 12 DIN PORTA OPACA C/ BARR;1;R$ 56,08;7;9,75;R$ 5,46
SCV24PT;QUADRO SOB OURO BOX 24 DIN PORTA FUME;1;R$ 70,85;7;9,75;R$ 6,90
SCV24PTB;QUADRO SOB OURO BOX 24 DIN PORTA FUME C/ BARR;1;R$ 120,05;7;9,75;R$ 11,70
SCV24PO;QUADRO SOB OURO BOX 24 DIN PORTA OPACA;1;R$ 61,61;7;9,75;R$ 6,00
SCV24POB;QUADRO SOB OURO BOX 24 DIN PORTA OPACA C/ BARR;1;R$ 103,42;7;9,75;R$ 10,08
SCV24OBR;QUADRO SOB OURO BOX 24 DISJ DIN PORTA BRANCA;1;R$ 62,90;7;9,75;R$ 6,13
SCS36PT;QUADRO SOB OURO BOX 36 DIN PORTA FUME;1;R$ 127,13;7;9,75;R$ 12,39
SCS36PTB;QUADRO SOB OURO BOX 36 DIN PORTA FUME C/ BARR;1;R$ 213,41;7;9,75;R$ 20,80
PRODUTO;DESCRICAO;LOTE MINIMO;PRECO;%ICMS;%IPI;IPI
SCS36PO;QUADRO SOB OURO BOX 36 DIN PORTA OPACA;1;R$ 110,54;7;9,75;R$ 10,77
SCS48PT;QUADRO SOB OURO BOX 48 DIN PORTA FUME;1;R$ 163,22;7;9,75;R$ 15,91
SCS48PTB;QUADRO SOB OURO BOX 48 DIN PORTA FUME C/ BARR;1;R$ 229,60;7;9,75;R$ 22,38
SCS48PO;QUADRO SOB OURO BOX 48 DIN PORTA OPACA;1;R$ 141,93;7;9,75;R$ 13,83
SSB2;QUADRO SOB SILVER BOX 02 DIN;1;R$ 4,01;7;9,75;R$ 0,39
SSB4;QUADRO SOB SILVER BOX 04 DIN;1;R$ 4,39;7;9,75;R$ 0,42
SSB5OC;QUADRO SOB SILVER BOX 05 DIN PORTA OPACA;1;R$ 14,85;7;9,75;R$ 1,44
8621758;BASE DA TOMADA 2P+T 10/20A M897 NOVA;1;R$ 231,75;7;3,25;R$ 7,53
869596;CONJ CAMPAINHA SOM CIGARRA STELLA BIVOLT;1;R$ 11,28;7;15;R$ 1,69
869192;CONJ MODULO ANTENA DE TV E VIDEO STELLA;1;R$ 6,07;7;3,25;R$ 0,19
869195;CONJ MODULO INFORMATICA STELLA RJ45 8 VIAS;1;R$ 10,44;7;3,25;R$ 0,33
869191;CONJ MODULO SAIDA DE FIO STELLA 9.0MM;1;R$ 2,36;7;3,25;R$ 0,07
869193;CONJ MODULO TELEFONIA STELLA RJ11 2 VIAS;1;R$ 6,07;7;3,25;R$ 0,19
869194;CONJ MODULO TELEFONIA STELLA RJ11 4 VIAS;1;R$ 6,50;7;3,25;R$ 0,21
869180;CONJ PULSADOR P/CAMPAINHA STELLA 10A 250V~;1;R$ 4,97;7;3,25;R$ 0,16
869220;CONJ STELLA 1 INT PARAL HORIZ 10A 250V~;1;R$ 4,32;7;3,25;R$ 0,14
869312;CONJ STELLA 1 INT SIMP + 1 INT PARAL 10A 250V~;1;R$ 6,72;7;3,25;R$ 0,21
869316;CONJ STELLA 1 INT SIMP + 1 TOM 2P+T 10A 250V~;1;R$ 5,96;7;9,75;R$ 0,58
869317;CONJ STELLA 1 INT SIMP + 1 TOM 2P+T 20A 250V~;1;R$ 7,22;7;9,75;R$ 0,70
869210;CONJ STELLA 1 INT SIMP HORIZ 10A 250V~;1;R$ 2,89;7;3,25;R$ 0,09
869260;CONJ STELLA 1 TOM 2P+T 10A 250V~ HORIZONTAL;1;R$ 3,48;7;9,75;R$ 0,33
869261;CONJ STELLA 1 TOM 2P+T 20A 250V~ HORIZONTAL;1;R$ 5,25;7;9,75;R$ 0,51
869320;CONJ STELLA 2 INT PARAL 10A 250V~;1;R$ 7,90;7;3,25;R$ 0,25
869516;CONJ STELLA 2 INT SIMP + 1 TOM 2P+T 10A 250V~;1;R$ 7,93;7;9,75;R$ 0,77
869310;CONJ STELLA 2 INT SIMP 10A 250V~;1;R$ 5,56;7;3,25;R$ 0,18
869360;CONJ STELLA 2 TOM 2P+T 10A 250V~;1;R$ 6,24;7;9,75;R$ 0,60
869361;CONJ STELLA 2 TOM 2P+T 20A 250V~;1;R$ 8,74;7;9,75;R$ 0,85
869510;CONJ STELLA 3 INT SIMP 10A 250V~;1;R$ 7,48;7;3,25;R$ 0,24
868031;MOD. INTERRUPTOR STELLA BIPOLAR PARALELO 10A 250V~;1;R$ 9,00;7;3,25;R$ 0,29
868030;MOD. INTERRUPTOR STELLA BIPOLAR SIMPLES 10A 250V~;1;R$ 7,50;7;3,25;R$ 0,24
868040;MOD. INTERRUPTOR STELLA INTERMEDIARIO 10A 250V~;1;R$ 9,10;7;3,25;R$ 0,29
868010;MOD. INTERRUPTOR STELLA SIMPLES 10A 250V~;1;R$ 1,92;7;3,25;R$ 0,06
868082;MOD. PULSADOR PARA MINUTERIA STELLA 10A 250V~;1;R$ 3,27;7;3,25;R$ 0,10
868103;MOD. TOMADA CARREGADOR USB STELLA 1.0A 127/220V~;1;R$ 19,05;7;9,75;R$ 1,85
868060VM;MOD. TOMADA STELLA 2P+T 10A 250V~ VERMELHA;1;R$ 2,24;7;9,75;R$ 0,21
868061VM;MOD. TOMADA STELLA 2P+T 20A 250V~ VERMELHA;1;R$ 3,50;7;9,75;R$ 0,34
868090;MODULO CEGO STELLA;1;R$ 0,67;7;3,25;R$ 0,02
868092;MODULO COAXIAL STELLA TV E VIDEO;1;R$ 4,37;7;3,25;R$ 0,14
868095;MODULO INFORMATICA RJ45 STELLA CAT 5E;1;R$ 8,72;7;3,25;R$ 0,28
868091;MODULO SAIDA DE FIO STELLA 9.0MM;1;R$ 0,67;7;3,25;R$ 0,02
868093;MODULO TELEFONIA RJ11 STELLA 2 VIAS;1;R$ 4,37;7;3,25;R$ 0,14
868094;MODULO TELEFONIA RJ11 STELLA 4 VIAS;1;R$ 4,81;7;3,25;R$ 0,15
868097;MÓD. CAMPAINHA CIGARRA STELLA 127/220V~;1;R$ 10,46;7;3,25;R$ 0,33
868020;MÓD. INTERRUPTOR STELLA PARALELO 10A 250V~;1;R$ 3,09;7;3,25;R$ 0,10
868080;MÓD. PULSADOR PARA CAMPAINHA STELLA 10A 250V~;1;R$ 3,27;7;3,25;R$ 0,10
868060;MÓD. TOMADA STELLA 2P+T 10A 250V~;1;R$ 2,24;7;9,75;R$ 0,21
868061;MÓD. TOMADA STELLA 2P+T 20A 250V~;1;R$ 3,50;7;9,75;R$ 0,34
868051;MÓD. VARIADOR DE LUZ BI-VOLT STELLA;1;R$ 15,39;7;3,25;R$ 0,50
868050;MÓD. VARIADOR DE VENTILADOR BI-VOLT STELLA;1;R$ 15,39;7;3,25;R$ 0,50
869171;PLACA 4X2 1 MOD VERTI COM SUPORTE 1 MOD STELLA;1;R$ 1,56;4;9,75;R$ 0,15
869270;PLACA 4X2 1 MÓD HORIZ COM SUPORTE 3 MÓD STELLA;1;R$ 1,65;7;3,25;R$ 0,05
869370;PLACA 4X2 2 MOD SEPARADOS COM SUPORTE 3 MOD STELLA;1;R$ 1,65;7;3,25;R$ 0,05
869473;PLACA 4X2 2 MÓD CENTRAIS COM SUPORTE 2 MÓD STELLA;1;R$ 1,65;7;3,25;R$ 0,05
869570;PLACA 4X2 3 MÓD HORIZ COM SUPORTE 3 MÓD STELLA;1;R$ 1,65;7;3,25;R$ 0,05
869070;PLACA 4X2 CEGA COM SUPORTE 3 MÓD STELLA;1;R$ 1,65;7;3,25;R$ 0,05
869012;PLACA 4X2 STELLA 1 MODULO HORIZONTAL;1;R$ 0,95;7;3,25;R$ 0,03
869013;PLACA 4X2 STELLA 2 MODULOS SEPARADOS;1;R$ 0,95;7;3,25;R$ 0,03
869015;PLACA 4X2 STELLA 3 MODULOS;1;R$ 0,95;7;3,25;R$ 0,03
869010;PLACA 4X2 STELLA CEGA;1;R$ 0,95;7;3,25;R$ 0,03
869772;PLACA 4X4 1+1 MÓD HORIZ COM SUPORTE 6 MÓD STELLA;1;R$ 3,27;7;3,25;R$ 0,10
869974;PLACA 4X4 2+2 MÓD HORIZ COM SUPORTE 2+2 MÓD STELLA;1;R$ 3,27;7;3,25;R$ 0,10
869872;PLACA 4X4 2+2 MÓD HORIZ COM SUPORTE 6 MÓD STELLA;1;R$ 3,27;7;3,25;R$ 0,10
869072;PLACA 4X4 3+3 MÓD HORIZ COM SUPORTE 6 MÓD STELLA;1;R$ 3,27;7;3,25;R$ 0,10
869672;PLACA 4X4 CEGA COM SUPORTE 6 MÓD STELLA;1;R$ 3,27;7;3,25;R$ 0,10
869017;PLACA 4X4 STELLA 1+1 MODULO;1;R$ 1,91;7;3,25;R$ 0,06
869019;PLACA 4X4 STELLA 2+2 MODULOS CENTRAIS;1;R$ 1,93;7;3,25;R$ 0,06
869018;PLACA 4X4 STELLA 2+2 MODULOS SEPARADOS;1;R$ 1,91;7;3,25;R$ 0,06
869020;PLACA 4X4 STELLA 3+3 MODULOS;1;R$ 1,91;7;3,25;R$ 0,06
869016;PLACA 4X4 STELLA CEGA;1;R$ 1,91;7;3,25;R$ 0,06
869073;PLACA CIRCULAR PARA TETO;1;R$ 1,80;7;9,75;R$ 0,17
868105;SENSOR DE PRESENCA DE EMBUTIR;1;R$ 24,39;4;3,25;R$ 0,79
868106;SENSOR DE PRESENCA DE SOBREPOR;1;R$ 24,39;4;3,25;R$ 0,79
868107;SENSOR DE PRESENCA SOQUETE;1;R$ 25,51;4;3,25;R$ 0,82
868070;SUPORTE STELLA 4x2 3 MODULOS;1;R$ 0,76;7;3,25;R$ 0,02
868072;SUPORTE STELLA 4x4 6 MODULOS;1;R$ 1,37;7;3,25;R$ 0,04
SBN10T;BARRA NEUTRO 10 TERM. (AZ);20;R$ 15,10;7;9,75;R$ 1,47
SBT10T;BARRA TERRA 10 TERM. (VD);20;R$ 15,09;7;9,75;R$ 1,47
SBTN8CD;BARRAM NEUTRO/TERRA 06 TERM FIX 106.0MM;20;R$ 14,21;7;9,75;R$ 1,38
SBTN5;BARRAM NEUTRO/TERRA 06 TERM FIX 70.0MM;1;R$ 7,70;7;9,75;R$ 0,75
SBTN8B;BARRAM NEUTRO/TERRA 08 TERM FIX 170.0MM;20;R$ 15,33;7;9,75;R$ 1,49
SBTN14;BARRAM NEUTRO/TERRA 12 TERM FIX 210.0MM;20;R$ 18,46;7;9,75;R$ 1,79
S2F210B;BARRAMENTO BIFASICO 80A 440V 12 POLOS DIN;20;R$ 20,97;7;0;R$ 0,00
S2F285B;BARRAMENTO BIFASICO 80A 440V 16 POLOS DIN;20;R$ 26,57;7;0;R$ 0,00
S2F320B;BARRAMENTO BIFASICO 80A 440V 19 POLOS DIN;1;R$ 49,55;7;0;R$ 0,00
S2F1000B;BARRAMENTO BIFASICO 80A 440V 54 POLOS DIN;1;R$ 93,65;7;0;R$ 0,00
S1F210B;BARRAMENTO MONOFASICO 80A 440V 12 POLOS DIN;20;R$ 11,55;7;0;R$ 0,00
S1F285B;BARRAMENTO MONOFASICO 80A 440V 16 POLOS DIN;20;R$ 14,63;7;0;R$ 0,00
S1F320B;BARRAMENTO MONOFASICO 80A 440V 19 POLOS DIN;1;R$ 21,69;7;0;R$ 0,00
S1F1000B;BARRAMENTO MONOFASICO 80A 440V 54 POLOS DIN;1;R$ 45,82;7;0;R$ 0,00
PRODUTO;DESCRICAO;LOTE MINIMO;PRECO;%ICMS;%IPI;IPI
SBN6;BARRAMENTO NEUTRO 06 TERM AZUL FIX 70.0MM;20;R$ 11,34;7;9,75;R$ 1,10
SBN8;BARRAMENTO NEUTRO 08 TERM AZUL FIX 89.0MM;20;R$ 13,31;7;9,75;R$ 1,29
SBN11;BARRAMENTO NEUTRO 11 TERM AZUL FIX 89.0 E 119.0MM;20;R$ 14,92;7;9,75;R$ 1,45
SBT6;BARRAMENTO TERRA 06 TERM VERDE FIX 70.0MM;20;R$ 11,33;7;9,75;R$ 1,10
SBT8;BARRAMENTO TERRA 08 TERM VERDE FIX 89.0MM;20;R$ 13,31;7;9,75;R$ 1,29
SBT11;BARRAMENTO TERRA 11 TERM VERDE FIX 89.0 E 119.0MM;20;R$ 14,92;7;9,75;R$ 1,45
S3F210B;BARRAMENTO TRIFASICO 80A 440V 12 POLOS DIN;20;R$ 29,06;7;0;R$ 0,00
S3F285B;BARRAMENTO TRIFASICO 80A 440V 16 POLOS DIN;20;R$ 36,78;7;0;R$ 0,00
S3F320B;BARRAMENTO TRIFASICO 80A 440V 19 POLOS DIN;1;R$ 78,15;7;0;R$ 0,00
S3F1000B;BARRAMENTO TRIFASICO 80A 440V 54 POLOS DIN;1;R$ 137,38;7;0;R$ 0,00
SCF1000FP;CONECTOR GENERICO 25MM2 C/03 PEÇAS NO FLOWPACK;1;R$ 26,86;7;9,75;R$ 2,61
SCF1000;CONECTOR GENERICO 25MM2 P/BARRAMENTOS;1;R$ 10,22;7;9,75;R$ 0,99
SCF2000FP;CONECTOR GENERICO 50MM2 C/03 PEÇAS NO FLOWPACK;1;R$ 37,40;7;9,75;R$ 3,64
SCF2000;CONECTOR GENERICO 50MM2 P/BARRAMENTOS;1;R$ 13,63;7;9,75;R$ 1,32
S682003;ISOLADOR DE FASE;1;R$ 2,87;7;9,75;R$ 0,27
S682003FP;ISOLADOR DE FASE FLOW PACK;1;R$ 3,34;7;9,75;R$ 0,32
SOB5DINBR;OBTURADOR PARA 5 DISJ DIN BRANCO;1;R$ 2,47;7;9,75;R$ 0,24
SOB5DIN;OBTURADOR PARA 5 DISJUNTORES DIN;1;R$ 2,37;7;9,75;R$ 0,23
S0055;ADAPTADOR BSP 1 1/4xNPT 1 1/4;1;R$ 17,15;7;0;R$ 0,00
S0144;ADAPTADOR BSP 1 x BSP 3/4;1;R$ 19,52;7;0;R$ 0,00
S0156;ADAPTADOR BSP 1/2x PG-16;1;R$ 11,13;7;0;R$ 0,00
S0145;ADAPTADOR BSP 1X PG-29;1;R$ 25,50;7;0;R$ 0,00
S0152;ADAPTADOR BSP 3/4 x 3/4 BSP;1;R$ 13,90;7;0;R$ 0,00
S0058;ADAPTADOR BSP 3/4 x PG-21;1;R$ 16,02;7;0;R$ 0,00
S0054;ADAPTADOR BSP-1 x NPT 1;1;R$ 16,24;7;0;R$ 0,00
S0146;ADAPTADOR PG-13.5x1/2 BSP;1;R$ 10,93;7;0;R$ 0,00
S0046;ADAPTADOR PG-13.5xNPT 1/2;1;R$ 8,40;7;0;R$ 0,00
S0047;ADAPTADOR PG-16 x NPT-1/2;1;R$ 9,67;7;0;R$ 0,00
S0162;ADAPTADOR PG-16 x BSP 3/4;1;R$ 11,13;7;0;R$ 0,00
S0048;ADAPTADOR PG-16XNPT 3/4;1;R$ 9,29;7;0;R$ 0,00
S709;ADAPTADOR PG-16xBSP-1/2;1;R$ 13,20;7;0;R$ 0,00
S0150;ADAPTADOR PG-21 x BSP 1 PLAST;1;R$ 12,67;7;0;R$ 0,00
S0049;ADAPTADOR PG-21 x NPT 3/4;1;R$ 10,06;7;0;R$ 0,00
S0149;ADAPTADOR PG-21xBSP 3/4;1;R$ 11,83;7;0;R$ 0,00
S0151;ADAPTADOR PG-29 X BSP 1;1;R$ 22,71;7;0;R$ 0,00
S0029;ADAPTADOR PG-29 X BSP-1 1/2;1;R$ 16,81;7;0;R$ 0,00
S0030;ADAPTADOR PG-29 x NPT-11/2;1;R$ 19,86;7;0;R$ 0,00
S0051;ADAPTADOR PG-29XNPT 1;1;R$ 17,00;7;0;R$ 0,00
S00112;ADAPTADOR PG-36 X BSP 11/2;1;R$ 14,49;7;0;R$ 0,00
S0160;ADAPTADOR PG11 x BSP 3/8;1;R$ 9,17;7;0;R$ 0,00
S853CIKT10;KIT PRENSA CABO BSP3/4 ALETADO CZ;1;R$ 20,17;4;0;R$ 0,00
S754P;"PORCA PRENSA CABO BSP-1"" CZ";1;R$ 2,68;7;0;R$ 0,00
S752P;"PORCA PRENSA CABO BSP-1/2"" CZ";1;R$ 3,12;7;0;R$ 0,00
S753P;"PORCA PRENSA CABO BSP-3/4"" CZ";1;R$ 2,73;7;0;R$ 0,00
S751P;"PORCA PRENSA CABO BSP-3/8"" CZ";1;R$ 3,00;7;0;R$ 0,00
S701P;PORCA PRENSA CABO PG-11 CZ;1;R$ 1,87;7;0;R$ 0,00
S702P;PORCA PRENSA CABO PG-13.5 CZ;1;R$ 1,91;7;0;R$ 0,00
S704P;PORCA PRENSA CABO PG-21 CZ;1;R$ 1,98;7;0;R$ 0,00
S871L;PRENSA CABO ALETADO M16 CZ R-LONGA;1;R$ 0,43;4;0;R$ 0,00
S856CI;PRENSA CABO BSP1 1/2 ALETADO CZ;10;R$ 18,16;4;0;R$ 0,00
S856CPTI;PRENSA CABO BSP1 1/2 ALETADO PT;10;R$ 18,16;4;0;R$ 0,00
S856SPTI;PRENSA CABO BSP1 1/2 ALETADO PT SEM PORCA;1;R$ 3,55;4;0;R$ 0,00
S856LI;PRENSA CABO BSP1 1/2 ALETADO R-LONGA CZ;10;R$ 21,78;4;0;R$ 0,00
S856LPTI;PRENSA CABO BSP1 1/2 ALETADO R-LONGA PT;10;R$ 21,78;4;0;R$ 0,00
S855CI;PRENSA CABO BSP1 1/4 ALETADO CZ;10;R$ 10,14;4;0;R$ 0,00
S855CPTI;PRENSA CABO BSP1 1/4 ALETADO PT;10;R$ 10,14;4;0;R$ 0,00
S855LI;PRENSA CABO BSP1 1/4 ALETADO R-LONGA CZ;10;R$ 12,18;4;0;R$ 0,00
S855LPTI;PRENSA CABO BSP1 1/4 ALETADO R-LONGA PT;10;R$ 12,18;4;0;R$ 0,00
S854CI;PRENSA CABO BSP1 ALETADO CZ;25;R$ 4,35;4;0;R$ 0,00
S854CIFP;PRENSA CABO BSP1 ALETADO CZ FLOW PACK;40;R$ 4,80;4;0;R$ 0,00
S854CPTI;PRENSA CABO BSP1 ALETADO PT;25;R$ 4,35;4;0;R$ 0,00
S854LI;PRENSA CABO BSP1 ALETADO R-LONGA CZ;25;R$ 5,22;4;0;R$ 0,00
S854LPTI;PRENSA CABO BSP1 ALETADO R-LONGA PT;25;R$ 5,22;4;0;R$ 0,00
S852CI;PRENSA CABO BSP1/2 ALETADO CZ;50;R$ 1,78;4;0;R$ 0,00
S852CIFP;PRENSA CABO BSP1/2 ALETADO CZ FLOW PACK;50;R$ 2,04;4;0;R$ 0,00
S852CPTI;PRENSA CABO BSP1/2 ALETADO PT;50;R$ 1,78;4;0;R$ 0,00
S852LI;PRENSA CABO BSP1/2 ALETADO R-LONGA CZ;50;R$ 2,15;4;0;R$ 0,00
S852LPTI;PRENSA CABO BSP1/2 ALETADO R-LONGA PT;50;R$ 2,15;4;0;R$ 0,00
S850CI;PRENSA CABO BSP1/4 ALETADO CZ;50;R$ 1,26;4;0;R$ 0,00
S850CIFP;PRENSA CABO BSP1/4 ALETADO CZ FLOW PACK;50;R$ 1,50;7;0;R$ 0,00
S850CPTI;PRENSA CABO BSP1/4 ALETADO PT;50;R$ 1,26;4;0;R$ 0,00
S850LI;PRENSA CABO BSP1/4 ALETADO R-LONGA CZ;50;R$ 1,51;4;0;R$ 0,00
S850LPTI;PRENSA CABO BSP1/4 ALETADO R-LONGA PT;50;R$ 1,51;4;0;R$ 0,00
S857CI;PRENSA CABO BSP2 ALETADO CZ;10;R$ 27,36;4;0;R$ 0,00
S857CPTI;PRENSA CABO BSP2 ALETADO PT;10;R$ 27,36;4;0;R$ 0,00
S857LI;PRENSA CABO BSP2 ALETADO R-LONGA CZ;10;R$ 32,83;4;0;R$ 0,00
S857LPTI;PRENSA CABO BSP2 ALETADO R-LONGA PT;10;R$ 32,83;4;0;R$ 0,00
S851CIFP;PRENSA CABO BSP3//8 ALETADO CZ FLOW PACK;50;R$ 1,79;4;0;R$ 0,00
S853CI;PRENSA CABO BSP3/4 ALETADO CZ;50;R$ 2,02;4;0;R$ 0,00
S853CIFP;PRENSA CABO BSP3/4 ALETADO CZ FLOW PACK;50;R$ 2,22;4;0;R$ 0,00
S853CPTI;PRENSA CABO BSP3/4 ALETADO PT;50;R$ 2,02;4;0;R$ 0,00
S853LI;PRENSA CABO BSP3/4 ALETADO R-LONGA CZ;50;R$ 2,86;4;0;R$ 0,00
S853LPTI;PRENSA CABO BSP3/4 ALETADO R-LONGA PT;50;R$ 2,89;4;0;R$ 0,00
S851CI;PRENSA CABO BSP3/8 ALETADO CZ IP67;50;R$ 1,56;4;0;R$ 0,00
S851CPTI;PRENSA CABO BSP3/8 ALETADO PT;50;R$ 1,56;4;0;R$ 0,00
S851LI;PRENSA CABO BSP3/8 ALETADO R-LONGA CZ;50;R$ 1,87;4;0;R$ 0,00
S851LPTI;PRENSA CABO BSP3/8 ALETADO R-LONGA PT;50;R$ 1,87;4;0;R$ 0,00
S870CI;PRENSA CABO M12X1.5 ALETADO CZ;50;R$ 1,95;4;0;R$ 0,00
S870CPTI;PRENSA CABO M12X1.5 ALETADO PT;50;R$ 1,95;4;0;R$ 0,00
PRODUTO;DESCRICAO;LOTE MINIMO;PRECO;%ICMS;%IPI;IPI
S870LI;PRENSA CABO M12X1.5 ALETADO R-LONGA CZ;50;R$ 2,34;4;0;R$ 0,00
S870LPTI;PRENSA CABO M12X1.5 ALETADO R-LONGA PT;50;R$ 2,34;4;0;R$ 0,00
S871C;PRENSA CABO M16 ALETADO CZ;1;R$ 0,37;4;0;R$ 0,00
S871CI;PRENSA CABO M16X1.5 ALETADO CZ;50;R$ 1,97;4;0;R$ 0,00
S871CPTI;PRENSA CABO M16X1.5 ALETADO PT;50;R$ 1,97;4;0;R$ 0,00
S871LI;PRENSA CABO M16X1.5 ALETADO R-LONGA CZ;50;R$ 2,35;4;0;R$ 0,00
S871LPTI;PRENSA CABO M16X1.5 ALETADO R-LONGA PT;50;R$ 2,35;4;0;R$ 0,00
S872L;PRENSA CABO M20 CZ R-LONGA;1;R$ 2,27;7;0;R$ 0,00
S872CI;PRENSA CABO M20X1.5 ALETADO CZ;50;R$ 2,19;4;0;R$ 0,00
S872CPTI;PRENSA CABO M20X1.5 ALETADO PT;50;R$ 2,19;4;0;R$ 0,00
S872LI;PRENSA CABO M20X1.5 ALETADO R-LONGA CZ;50;R$ 2,64;4;0;R$ 0,00
S872LPTI;PRENSA CABO M20X1.5 ALETADO R-LONGA PT;50;R$ 2,64;4;0;R$ 0,00
S873L;PRENSA CABO M25 CZ R-LONGA;1;R$ 3,66;4;0;R$ 0,00
S873CI;PRENSA CABO M25X1.5 ALETADO CZ;50;R$ 3,05;4;0;R$ 0,00
S873CPTI;PRENSA CABO M25X1.5 ALETADO PT;50;R$ 3,05;4;0;R$ 0,00
S873LI;PRENSA CABO M25X1.5 ALETADO R-LONGA CZ;50;R$ 3,66;4;0;R$ 0,00
S873LPTI;PRENSA CABO M25X1.5 ALETADO R-LONGA PT;50;R$ 3,66;4;0;R$ 0,00
S874CI;PRENSA CABO M32X1.5 ALETADO CZ;25;R$ 3,81;4;0;R$ 0,00
S874CPTI;PRENSA CABO M32X1.5 ALETADO PT;25;R$ 3,81;4;0;R$ 0,00
S874LI;PRENSA CABO M32X1.5 ALETADO R-LONGA CZ;25;R$ 4,59;4;0;R$ 0,00
